record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa,plot_type
1068,7,7,1978,17,OL,F,20,29,Onychomys,leucogaster,Rodent,Control
1196,9,3,1978,17,OL,F,21,33,Onychomys,leucogaster,Rodent,Control
1313,10,7,1978,17,OL,M,20,30,Onychomys,leucogaster,Rodent,Control
1477,12,2,1978,17,OL,F,21,28,Onychomys,leucogaster,Rodent,Control
1510,12,2,1978,17,OL,M,21,NA,Onychomys,leucogaster,Rodent,Control
1516,12,2,1978,17,OL,M,21,32,Onychomys,leucogaster,Rodent,Control
397,11,13,1977,17,RM,F,16,7,Reithrodontomys,megalotis,Rodent,Control
695,3,12,1978,17,RM,NA,NA,NA,Reithrodontomys,megalotis,Rodent,Control
883,5,18,1978,17,PM,F,20,22,Peromyscus,maniculatus,Rodent,Control
106,8,20,1977,12,NL,NA,NA,NA,Neotoma,albigula,Rodent,Control
171,9,11,1977,12,NL,NA,NA,NA,Neotoma,albigula,Rodent,Control
406,11,14,1977,12,NL,NA,NA,NA,Neotoma,albigula,Rodent,Control
469,12,11,1977,12,NL,NA,NA,NA,Neotoma,albigula,Rodent,Control
565,1,10,1978,12,NL,NA,NA,NA,Neotoma,albigula,Rodent,Control
1119,8,4,1978,12,NL,M,33,189,Neotoma,albigula,Rodent,Control
1197,9,3,1978,12,NL,F,NA,158,Neotoma,albigula,Rodent,Control
1204,9,3,1978,12,NL,M,NA,189,Neotoma,albigula,Rodent,Control
1319,10,7,1978,12,NL,NA,NA,NA,Neotoma,albigula,Rodent,Control
1337,10,7,1978,12,NL,NA,NA,NA,Neotoma,albigula,Rodent,Control
1490,12,2,1978,12,NL,M,32,223,Neotoma,albigula,Rodent,Control
52,7,18,1977,12,DM,F,26,NA,Dipodomys,merriami,Rodent,Control
96,8,20,1977,12,DM,M,36,41,Dipodomys,merriami,Rodent,Control
168,9,11,1977,12,DM,M,36,44,Dipodomys,merriami,Rodent,Control
173,9,11,1977,12,DM,F,36,40,Dipodomys,merriami,Rodent,Control
174,9,11,1977,12,DM,M,37,34,Dipodomys,merriami,Rodent,Control
179,9,11,1977,12,DM,M,37,44,Dipodomys,merriami,Rodent,Control
336,10,18,1977,12,DM,M,36,40,Dipodomys,merriami,Rodent,Control
338,10,18,1977,12,DM,M,37,41,Dipodomys,merriami,Rodent,Control
340,10,18,1977,12,DM,F,36,39,Dipodomys,merriami,Rodent,Control
404,11,14,1977,12,DM,M,37,40,Dipodomys,merriami,Rodent,Control
409,11,14,1977,12,DM,F,36,38,Dipodomys,merriami,Rodent,Control
487,12,11,1977,12,DM,F,38,36,Dipodomys,merriami,Rodent,Control
488,12,11,1977,12,DM,M,37,41,Dipodomys,merriami,Rodent,Control
567,1,10,1978,12,DM,F,36,35,Dipodomys,merriami,Rodent,Control
580,1,10,1978,12,DM,M,NA,41,Dipodomys,merriami,Rodent,Control
638,2,20,1978,12,DM,F,37,36,Dipodomys,merriami,Rodent,Control
645,2,20,1978,12,DM,M,38,44,Dipodomys,merriami,Rodent,Control
817,4,10,1978,12,DM,F,37,NA,Dipodomys,merriami,Rodent,Control
824,4,10,1978,12,DM,M,38,45,Dipodomys,merriami,Rodent,Control
866,5,17,1978,12,DM,F,37,41,Dipodomys,merriami,Rodent,Control
957,6,8,1978,12,DM,F,33,16,Dipodomys,merriami,Rodent,Control
960,6,8,1978,12,DM,M,NA,19,Dipodomys,merriami,Rodent,Control
970,6,8,1978,12,DM,F,NA,39,Dipodomys,merriami,Rodent,Control
1033,7,7,1978,12,DM,F,38,44,Dipodomys,merriami,Rodent,Control
1035,7,7,1978,12,DM,M,31,17,Dipodomys,merriami,Rodent,Control
1053,7,7,1978,12,DM,M,35,27,Dipodomys,merriami,Rodent,Control
1058,7,7,1978,12,DM,F,35,40,Dipodomys,merriami,Rodent,Control
1060,7,7,1978,12,DM,M,37,43,Dipodomys,merriami,Rodent,Control
1125,8,4,1978,12,DM,M,38,44,Dipodomys,merriami,Rodent,Control
1136,8,4,1978,12,DM,M,35,32,Dipodomys,merriami,Rodent,Control
1145,8,4,1978,12,DM,F,37,39,Dipodomys,merriami,Rodent,Control
1207,9,3,1978,12,DM,F,35,31,Dipodomys,merriami,Rodent,Control
1241,9,3,1978,12,DM,M,34,37,Dipodomys,merriami,Rodent,Control
1247,9,3,1978,12,DM,M,38,47,Dipodomys,merriami,Rodent,Control
1322,10,7,1978,12,DM,F,37,41,Dipodomys,merriami,Rodent,Control
1329,10,7,1978,12,DM,M,36,40,Dipodomys,merriami,Rodent,Control
1407,11,4,1978,12,DM,M,36,32,Dipodomys,merriami,Rodent,Control
1417,11,4,1978,12,DM,F,35,42,Dipodomys,merriami,Rodent,Control
1428,11,4,1978,12,DM,M,37,45,Dipodomys,merriami,Rodent,Control
1489,12,2,1978,12,DM,M,35,39,Dipodomys,merriami,Rodent,Control
332,10,18,1977,12,PF,M,16,8,Perognathus,flavus,Rodent,Control
58,7,18,1977,12,DS,M,45,NA,Dipodomys,spectabilis,Rodent,Control
176,9,11,1977,12,DS,M,45,NA,Dipodomys,spectabilis,Rodent,Control
331,10,18,1977,12,DS,F,50,NA,Dipodomys,spectabilis,Rodent,Control
405,11,14,1977,12,DS,NA,NA,NA,Dipodomys,spectabilis,Rodent,Control
460,12,11,1977,12,DS,F,NA,114,Dipodomys,spectabilis,Rodent,Control
492,12,11,1977,12,DS,M,49,110,Dipodomys,spectabilis,Rodent,Control
640,2,20,1978,12,DS,F,50,133,Dipodomys,spectabilis,Rodent,Control
819,4,10,1978,12,DS,F,NA,117,Dipodomys,spectabilis,Rodent,Control
864,5,17,1978,12,DS,F,NA,121,Dipodomys,spectabilis,Rodent,Control
877,5,17,1978,12,DS,F,50,83,Dipodomys,spectabilis,Rodent,Control
937,6,8,1978,12,DS,M,NA,90,Dipodomys,spectabilis,Rodent,Control
945,6,8,1978,12,DS,F,49,84,Dipodomys,spectabilis,Rodent,Control
953,6,8,1978,12,DS,F,52,115,Dipodomys,spectabilis,Rodent,Control
982,6,8,1978,12,DS,F,51,84,Dipodomys,spectabilis,Rodent,Control
1036,7,7,1978,12,DS,F,51,122,Dipodomys,spectabilis,Rodent,Control
1040,7,7,1978,12,DS,M,53,95,Dipodomys,spectabilis,Rodent,Control
1046,7,7,1978,12,DS,F,51,87,Dipodomys,spectabilis,Rodent,Control
1066,7,7,1978,12,DS,M,52,106,Dipodomys,spectabilis,Rodent,Control
1107,8,4,1978,12,DS,F,49,120,Dipodomys,spectabilis,Rodent,Control
1115,8,4,1978,12,DS,F,49,95,Dipodomys,spectabilis,Rodent,Control
1133,8,4,1978,12,DS,M,52,105,Dipodomys,spectabilis,Rodent,Control
1199,9,3,1978,12,DS,M,51,107,Dipodomys,spectabilis,Rodent,Control
1209,9,3,1978,12,DS,F,51,124,Dipodomys,spectabilis,Rodent,Control
1239,9,3,1978,12,DS,F,50,100,Dipodomys,spectabilis,Rodent,Control
1334,10,7,1978,12,DS,F,51,120,Dipodomys,spectabilis,Rodent,Control
1399,11,4,1978,12,DS,F,50,116,Dipodomys,spectabilis,Rodent,Control
1504,12,2,1978,12,DS,F,51,116,Dipodomys,spectabilis,Rodent,Control
49,7,18,1977,12,PP,F,17,NA,Chaetodipus,penicillatus,Rodent,Control
89,8,20,1977,12,PP,F,20,15,Chaetodipus,penicillatus,Rodent,Control
163,9,11,1977,12,PP,F,21,16,Chaetodipus,penicillatus,Rodent,Control
1116,8,4,1978,12,PP,M,22,18,Chaetodipus,penicillatus,Rodent,Control
1201,9,3,1978,12,PP,M,23,19,Chaetodipus,penicillatus,Rodent,Control
1067,7,7,1978,12,OT,F,19,22,Onychomys,torridus,Rodent,Control
1421,11,4,1978,12,OT,F,21,22,Onychomys,torridus,Rodent,Control
185,9,11,1977,12,OX,F,19,NA,Onychomys,sp.,Rodent,Control
107,8,20,1977,18,NL,NA,NA,NA,Neotoma,albigula,Rodent,Short-term Krat Exclosure
272,10,16,1977,18,NL,NA,NA,NA,Neotoma,albigula,Rodent,Short-term Krat Exclosure
353,11,12,1977,18,NL,NA,NA,NA,Neotoma,albigula,Rodent,Short-term Krat Exclosure
646,2,20,1978,18,NL,M,32,228,Neotoma,albigula,Rodent,Short-term Krat Exclosure
825,4,10,1978,18,NL,M,NA,225,Neotoma,albigula,Rodent,Short-term Krat Exclosure
1029,6,9,1978,18,NL,M,32,232,Neotoma,albigula,Rodent,Short-term Krat Exclosure
44,7,18,1977,18,DM,F,35,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
47,7,18,1977,18,DM,M,32,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
50,7,18,1977,18,DM,F,32,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
54,7,18,1977,18,DM,M,37,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
86,8,20,1977,18,DM,F,33,40,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
88,8,20,1977,18,DM,F,35,45,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
90,8,20,1977,18,DM,M,35,29,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
93,8,20,1977,18,DM,NA,NA,42,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
94,8,20,1977,18,DM,F,36,43,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
97,8,20,1977,18,DM,M,36,41,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
103,8,20,1977,18,DM,F,35,30,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
178,9,11,1977,18,DM,M,33,44,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
255,10,16,1977,18,DM,M,35,50,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
258,10,16,1977,18,DM,F,36,37,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
280,10,16,1977,18,DM,M,37,46,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
359,11,12,1977,18,DM,M,36,40,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
374,11,12,1977,18,DM,M,37,44,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
436,12,10,1977,18,DM,F,37,33,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
437,12,10,1977,18,DM,F,37,38,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
447,12,10,1977,18,DM,M,37,44,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
566,1,10,1978,18,DM,F,36,38,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
571,1,10,1978,18,DM,F,NA,33,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
572,1,10,1978,18,DM,M,38,51,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
574,1,10,1978,18,DM,F,34,33,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
575,1,10,1978,18,DM,M,38,47,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
576,1,10,1978,18,DM,M,36,49,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
578,1,10,1978,18,DM,M,NA,46,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
636,2,20,1978,18,DM,F,36,44,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
637,2,20,1978,18,DM,F,38,35,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
644,2,20,1978,18,DM,M,38,45,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
711,3,13,1978,18,DM,F,37,44,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
715,3,13,1978,18,DM,M,36,49,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
719,3,13,1978,18,DM,M,37,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
726,3,13,1978,18,DM,F,NA,37,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
820,4,10,1978,18,DM,F,35,42,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
823,4,10,1978,18,DM,F,33,40,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
828,4,10,1978,18,DM,NA,NA,48,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
830,4,10,1978,18,DM,M,38,51,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
881,5,18,1978,18,DM,F,35,41,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
899,5,18,1978,18,DM,F,33,43,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
994,6,9,1978,18,DM,F,33,23,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
999,6,9,1978,18,DM,F,34,40,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1001,6,9,1978,18,DM,F,34,42,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1008,6,9,1978,18,DM,F,32,37,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1085,7,8,1978,18,DM,M,36,24,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1090,7,8,1978,18,DM,F,35,29,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1094,7,8,1978,18,DM,F,34,37,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1150,8,5,1978,18,DM,F,36,33,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1167,8,5,1978,18,DM,F,34,41,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1176,8,5,1978,18,DM,F,33,36,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1179,8,5,1978,18,DM,M,35,30,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1276,9,4,1978,18,DM,M,35,38,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1290,9,4,1978,18,DM,F,32,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1394,10,8,1978,18,DM,M,36,39,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1444,11,5,1978,18,DM,F,34,37,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1460,11,5,1978,18,DM,M,36,41,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1464,11,5,1978,18,DM,F,36,38,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1523,12,3,1978,18,DM,F,36,44,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1536,12,3,1978,18,DM,F,35,38,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1357,10,8,1978,18,PF,F,15,7,Perognathus,flavus,Rodent,Short-term Krat Exclosure
1295,9,4,1978,18,PE,F,18,16,Peromyscus,eremicus,Rodent,Short-term Krat Exclosure
42,7,18,1977,18,DS,F,46,NA,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
250,10,16,1977,18,DS,F,51,NA,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
564,1,10,1978,18,DS,F,51,141,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
816,4,10,1978,18,DS,F,46,84,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
884,5,18,1978,18,DS,M,49,102,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
889,5,18,1978,18,DS,F,50,138,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
988,6,9,1978,18,DS,NA,NA,NA,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
996,6,9,1978,18,DS,F,48,136,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
997,6,9,1978,18,DS,M,49,102,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1079,7,8,1978,18,DS,M,50,106,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1091,7,8,1978,18,DS,F,51,131,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1153,8,5,1978,18,DS,M,49,112,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1156,8,5,1978,18,DS,M,48,NA,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1163,8,5,1978,18,DS,F,NA,NA,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1254,9,4,1978,18,DS,M,52,107,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1260,9,4,1978,18,DS,F,48,134,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1360,10,8,1978,18,DS,M,48,113,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1363,10,8,1978,18,DS,M,49,112,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1373,10,8,1978,18,DS,F,51,135,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1451,11,5,1978,18,DS,M,50,119,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1452,11,5,1978,18,DS,F,51,121,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1525,12,3,1978,18,DS,M,47,126,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1526,12,3,1978,18,DS,F,51,124,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1378,10,8,1978,18,PP,M,21,16,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure
1362,10,8,1978,18,SS,NA,NA,NA,Spermophilus,spilosoma,Rodent,Short-term Krat Exclosure
1455,11,5,1978,18,OL,M,20,37,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure
1457,11,5,1978,18,OL,M,20,26,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure
194,9,12,1977,11,NL,NA,NA,NA,Neotoma,albigula,Rodent,Control
297,10,17,1977,11,NL,NA,NA,NA,Neotoma,albigula,Rodent,Control
390,11,13,1977,11,NL,NA,NA,NA,Neotoma,albigula,Rodent,Control
475,12,11,1977,11,NL,NA,NA,NA,Neotoma,albigula,Rodent,Control
546,1,9,1978,11,NL,NA,NA,NA,Neotoma,albigula,Rodent,Control
28,7,17,1977,11,DM,M,38,NA,Dipodomys,merriami,Rodent,Control
33,7,17,1977,11,DM,F,36,NA,Dipodomys,merriami,Rodent,Control
37,7,17,1977,11,DM,F,35,NA,Dipodomys,merriami,Rodent,Control
39,7,17,1977,11,DM,F,36,NA,Dipodomys,merriami,Rodent,Control
99,8,20,1977,11,DM,M,37,45,Dipodomys,merriami,Rodent,Control
111,8,20,1977,11,DM,F,37,42,Dipodomys,merriami,Rodent,Control
199,9,12,1977,11,DM,M,36,29,Dipodomys,merriami,Rodent,Control
203,9,12,1977,11,DM,M,38,46,Dipodomys,merriami,Rodent,Control
210,9,12,1977,11,DM,F,36,53,Dipodomys,merriami,Rodent,Control
295,10,17,1977,11,DM,M,36,41,Dipodomys,merriami,Rodent,Control
312,10,17,1977,11,DM,F,36,42,Dipodomys,merriami,Rodent,Control
384,11,13,1977,11,DM,M,36,37,Dipodomys,merriami,Rodent,Control
388,11,13,1977,11,DM,F,36,39,Dipodomys,merriami,Rodent,Control
468,12,11,1977,11,DM,M,35,37,Dipodomys,merriami,Rodent,Control
484,12,11,1977,11,DM,F,37,38,Dipodomys,merriami,Rodent,Control
541,1,9,1978,11,DM,M,36,40,Dipodomys,merriami,Rodent,Control
549,1,9,1978,11,DM,M,38,44,Dipodomys,merriami,Rodent,Control
557,1,9,1978,11,DM,F,37,39,Dipodomys,merriami,Rodent,Control
616,2,19,1978,11,DM,M,36,44,Dipodomys,merriami,Rodent,Control
617,2,19,1978,11,DM,M,38,48,Dipodomys,merriami,Rodent,Control
628,2,19,1978,11,DM,NA,NA,NA,Dipodomys,merriami,Rodent,Control
690,3,12,1978,11,DM,M,36,43,Dipodomys,merriami,Rodent,Control
694,3,12,1978,11,DM,F,37,43,Dipodomys,merriami,Rodent,Control
697,3,12,1978,11,DM,M,36,46,Dipodomys,merriami,Rodent,Control
780,4,9,1978,11,DM,M,NA,51,Dipodomys,merriami,Rodent,Control
781,4,9,1978,11,DM,F,37,45,Dipodomys,merriami,Rodent,Control
782,4,9,1978,11,DM,M,37,47,Dipodomys,merriami,Rodent,Control
794,4,9,1978,11,DM,M,35,44,Dipodomys,merriami,Rodent,Control
799,4,9,1978,11,DM,F,36,46,Dipodomys,merriami,Rodent,Control
885,5,18,1978,11,DM,M,36,42,Dipodomys,merriami,Rodent,Control
887,5,18,1978,11,DM,F,34,29,Dipodomys,merriami,Rodent,Control
898,5,18,1978,11,DM,F,35,29,Dipodomys,merriami,Rodent,Control
906,5,18,1978,11,DM,M,34,21,Dipodomys,merriami,Rodent,Control
946,6,8,1978,11,DM,F,36,43,Dipodomys,merriami,Rodent,Control
979,6,8,1978,11,DM,M,NA,26,Dipodomys,merriami,Rodent,Control
1039,7,7,1978,11,DM,F,37,48,Dipodomys,merriami,Rodent,Control
1120,8,4,1978,11,DM,F,30,17,Dipodomys,merriami,Rodent,Control
1134,8,4,1978,11,DM,F,35,43,Dipodomys,merriami,Rodent,Control
1139,8,4,1978,11,DM,M,37,36,Dipodomys,merriami,Rodent,Control
1195,9,3,1978,11,DM,M,34,NA,Dipodomys,merriami,Rodent,Control
1203,9,3,1978,11,DM,F,35,45,Dipodomys,merriami,Rodent,Control
1208,9,3,1978,11,DM,M,36,30,Dipodomys,merriami,Rodent,Control
1245,9,3,1978,11,DM,M,38,41,Dipodomys,merriami,Rodent,Control
1312,10,7,1978,11,DM,F,34,45,Dipodomys,merriami,Rodent,Control
1317,10,7,1978,11,DM,M,37,45,Dipodomys,merriami,Rodent,Control
1344,10,7,1978,11,DM,M,38,38,Dipodomys,merriami,Rodent,Control
1346,10,7,1978,11,DM,F,35,41,Dipodomys,merriami,Rodent,Control
1397,11,4,1978,11,DM,F,36,37,Dipodomys,merriami,Rodent,Control
1426,11,4,1978,11,DM,M,37,45,Dipodomys,merriami,Rodent,Control
1434,11,4,1978,11,DM,M,38,39,Dipodomys,merriami,Rodent,Control
1483,12,2,1978,11,DM,F,36,37,Dipodomys,merriami,Rodent,Control
1486,12,2,1978,11,DM,M,38,44,Dipodomys,merriami,Rodent,Control
1498,12,2,1978,11,DM,M,38,46,Dipodomys,merriami,Rodent,Control
1514,12,2,1978,11,DM,M,38,38,Dipodomys,merriami,Rodent,Control
391,11,13,1977,11,PF,M,15,7,Perognathus,flavus,Rodent,Control
1343,10,7,1978,11,PF,F,15,6,Perognathus,flavus,Rodent,Control
20,7,17,1977,11,DS,F,48,NA,Dipodomys,spectabilis,Rodent,Control
91,8,20,1977,11,DS,F,50,NA,Dipodomys,spectabilis,Rodent,Control
104,8,20,1977,11,DS,M,43,NA,Dipodomys,spectabilis,Rodent,Control
291,10,17,1977,11,DS,F,47,NA,Dipodomys,spectabilis,Rodent,Control
310,10,17,1977,11,DS,NA,NA,NA,Dipodomys,spectabilis,Rodent,Control
383,11,13,1977,11,DS,F,52,126,Dipodomys,spectabilis,Rodent,Control
392,11,13,1977,11,DS,F,53,122,Dipodomys,spectabilis,Rodent,Control
472,12,11,1977,11,DS,F,49,127,Dipodomys,spectabilis,Rodent,Control
485,12,11,1977,11,DS,M,52,127,Dipodomys,spectabilis,Rodent,Control
491,12,11,1977,11,DS,M,48,138,Dipodomys,spectabilis,Rodent,Control
499,12,11,1977,11,DS,F,51,121,Dipodomys,spectabilis,Rodent,Control
552,1,9,1978,11,DS,F,51,122,Dipodomys,spectabilis,Rodent,Control
561,1,9,1978,11,DS,M,53,136,Dipodomys,spectabilis,Rodent,Control
689,3,12,1978,11,DS,M,53,138,Dipodomys,spectabilis,Rodent,Control
705,3,12,1978,11,DS,F,NA,NA,Dipodomys,spectabilis,Rodent,Control
786,4,9,1978,11,DS,M,52,131,Dipodomys,spectabilis,Rodent,Control
808,4,9,1978,11,DS,F,51,132,Dipodomys,spectabilis,Rodent,Control
809,4,9,1978,11,DS,F,47,75,Dipodomys,spectabilis,Rodent,Control
882,5,18,1978,11,DS,M,52,118,Dipodomys,spectabilis,Rodent,Control
904,5,18,1978,11,DS,F,52,97,Dipodomys,spectabilis,Rodent,Control
940,6,8,1978,11,DS,M,51,119,Dipodomys,spectabilis,Rodent,Control
974,6,8,1978,11,DS,F,49,98,Dipodomys,spectabilis,Rodent,Control
1037,7,7,1978,11,DS,M,52,122,Dipodomys,spectabilis,Rodent,Control
1057,7,7,1978,11,DS,F,51,96,Dipodomys,spectabilis,Rodent,Control
1122,8,4,1978,11,DS,M,53,126,Dipodomys,spectabilis,Rodent,Control
1143,8,4,1978,11,DS,F,52,108,Dipodomys,spectabilis,Rodent,Control
1200,9,3,1978,11,DS,M,51,126,Dipodomys,spectabilis,Rodent,Control
1244,9,3,1978,11,DS,F,52,110,Dipodomys,spectabilis,Rodent,Control
1315,10,7,1978,11,DS,M,50,108,Dipodomys,spectabilis,Rodent,Control
1340,10,7,1978,11,DS,F,49,118,Dipodomys,spectabilis,Rodent,Control
29,7,17,1977,11,PP,M,NA,NA,Chaetodipus,penicillatus,Rodent,Control
108,8,20,1977,11,PP,M,21,NA,Chaetodipus,penicillatus,Rodent,Control
897,5,18,1978,11,PP,M,21,15,Chaetodipus,penicillatus,Rodent,Control
981,6,8,1978,11,PP,M,21,15,Chaetodipus,penicillatus,Rodent,Control
1032,7,7,1978,11,PP,M,22,16,Chaetodipus,penicillatus,Rodent,Control
1221,9,3,1978,11,PP,F,22,14,Chaetodipus,penicillatus,Rodent,Control
1227,9,3,1978,11,PP,M,22,13,Chaetodipus,penicillatus,Rodent,Control
1318,10,7,1978,11,PP,F,21,15,Chaetodipus,penicillatus,Rodent,Control
489,12,11,1977,11,OT,NA,NA,NA,Onychomys,torridus,Rodent,Control
1222,9,3,1978,11,OT,M,20,24,Onychomys,torridus,Rodent,Control
1235,9,3,1978,11,OT,F,20,20,Onychomys,torridus,Rodent,Control
1405,11,4,1978,11,OT,F,20,23,Onychomys,torridus,Rodent,Control
1493,12,2,1978,11,OT,F,20,25,Onychomys,torridus,Rodent,Control
1327,10,7,1978,11,DO,M,34,45,Dipodomys,ordii,Rodent,Control
1410,11,4,1978,11,OL,M,20,33,Onychomys,leucogaster,Rodent,Control
1432,11,4,1978,11,OL,F,20,28,Onychomys,leucogaster,Rodent,Control
779,4,9,1978,11,SA,NA,NA,NA,Sylvilagus,audubonii,Rabbit,Control
281,10,16,1977,20,NL,NA,NA,NA,Neotoma,albigula,Rodent,Short-term Krat Exclosure
531,1,8,1978,20,NL,NA,NA,NA,Neotoma,albigula,Rodent,Short-term Krat Exclosure
869,5,17,1978,20,NL,F,33,174,Neotoma,albigula,Rodent,Short-term Krat Exclosure
1131,8,4,1978,20,NL,F,33,179,Neotoma,albigula,Rodent,Short-term Krat Exclosure
1220,9,3,1978,20,NL,F,31,181,Neotoma,albigula,Rodent,Short-term Krat Exclosure
1345,10,7,1978,20,NL,NA,NA,NA,Neotoma,albigula,Rodent,Short-term Krat Exclosure
1512,12,2,1978,20,NL,F,31,181,Neotoma,albigula,Rodent,Short-term Krat Exclosure
40,7,18,1977,20,DM,M,36,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
48,7,18,1977,20,DM,F,36,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
56,7,18,1977,20,DM,M,34,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
119,8,21,1977,20,DM,M,35,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
120,8,21,1977,20,DM,M,35,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
126,8,21,1977,20,DM,F,30,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
137,8,21,1977,20,DM,F,35,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
140,8,21,1977,20,DM,M,33,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
157,9,11,1977,20,DM,M,36,37,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
170,9,11,1977,20,DM,F,36,41,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
181,9,11,1977,20,DM,M,35,33,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
253,10,16,1977,20,DM,M,38,39,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
